STATE, YEAR, CITY, Total Population,Population Density (Per Sq. Mile),Area (Land),Area Total,Area (Water),Male,Female,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Households,Family Households,Married-Couple Family,Other Family,Male Householder No Wife Present,Female Householder No Husband Present,Nonfamily Households,Male Householder,Female Householder,Renter-Occupied Housing Units,1-Person Household,2-Person Household,3-Person Household,4-Person Household,5-Person Household,6-Person Household,7-or-More Person Household,Population 25 Years and Over,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Population 16 Years and Over,In Labor Force,In Armed Forces,Civilian,Employed,Unemployed,Not in Labor Force,Civilian Population in Labor Force 16 Years and Over,Total Employed Civilian Population 16 Years and Over,Agriculture Forestry Fishing and Hunting and Mining,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transportation and Warehousing and Utilities,Information,Finance and Insurance and Real Estate and Rental  and Leasing,Professional Scientific and Management and    Administrative and Waste Management Services,Educational Services and Health Care and Social  Assistance,Arts Entertainment and Recreation and  Accommodation and Food Services,Other Services Except Public Administration,Public Administration,Average Household Income (In 2019 Inflation-Adjusted Dollars),Gini Index,Workers 16 Years and Over,Car Truck or Van,Drove Alone,Carpooled,Public Transportation (Includes Taxicab),Motorcycle,Bicycle,Walked,Other Means,Worked At Home
Arkansas, 2017, Rogers city, 66432.0, 1750.81, 37.94, 38.13, 0.18, 31572.0, 34860.0, 58015.0, 1727.0, 591.0, 2252.0, 648.0, 1206.0, 1993.0, 23710.0, 17996.0, 14600.0, 3396.0, 579.0, 2817.0, 5714.0, 2909.0, 2805.0, 10298.0, 2814.0, 2476.0, 1813.0, 1872.0, 1052.0, 219.0, 52.0, 40642.0, 8067.0, 10915.0, 8100.0, 10003.0, 2818.0, 494.0, 245.0, 49155.0, 35540.0, 0.0, 35540.0, 34493.0, 1047.0, 13615.0, 35540.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 89912.0, 0.48, null, null, null, null, null, null, null, null, null, null
Arkansas, 2017, Springdale city, 82397.0, 1971.29, 41.8, 42.06, 0.26, 42023.0, 40374.0, 49554.0, 881.0, 595.0, 1203.0, 4498.0, 21440.0, 4226.0, 26417.0, 19860.0, 13451.0, 6409.0, 2824.0, 3585.0, 6557.0, 2987.0, 3570.0, 12364.0, 2975.0, 2760.0, 1946.0, 1620.0, 1653.0, 884.0, 526.0, 49248.0, 15027.0, 12595.0, 13112.0, 6440.0, 1722.0, 36.0, 316.0, 59092.0, 41015.0, 0.0, 41015.0, 39007.0, 2008.0, 18077.0, 41015.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 66728.0, 0.4, null, null, null, null, null, null, null, null, null, null
California, 2017, Alameda city, 79188.0, 7462.99, 10.61, 22.96, 12.35, 35603.0, 43585.0, 39284.0, 6644.0, 806.0, 21911.0, 153.0, 4126.0, 6264.0, 30662.0, 18018.0, 14436.0, 3582.0, 1011.0, 2571.0, 12644.0, 4889.0, 7755.0, 16651.0, 6393.0, 4968.0, 2032.0, 1933.0, 884.0, 132.0, 309.0, 56992.0, 7318.0, 5995.0, 13321.0, 19017.0, 7524.0, 1916.0, 1901.0, 62878.0, 42526.0, 645.0, 41881.0, 40517.0, 1364.0, 20352.0, 41881.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 117847.0, 0.45, 40494.0, 27333.0, 23931.0, 3402.0, 7611.0, 382.0, 574.0, 1645.0, 433.0, 2516.0
California, 2017, Alhambra city, 85391.0, 11190.69, 7.63, 7.63, 0.0, 41097.0, 44294.0, 17762.0, 865.0, 298.0, 49306.0, 1080.0, 14124.0, 1956.0, 30255.0, 20967.0, 14456.0, 6511.0, 2222.0, 4289.0, 9288.0, 3019.0, 6269.0, 18710.0, 5175.0, 6044.0, 3419.0, 2122.0, 1296.0, 412.0, 242.0, 66570.0, 11729.0, 15763.0, 15825.0, 15713.0, 5746.0, 1316.0, 478.0, 74492.0, 44921.0, 133.0, 44788.0, 42983.0, 1805.0, 29571.0, 44788.0, 42983.0, 42.0, 964.0, 3009.0, 1032.0, 3220.0, 2503.0, 1327.0, 4273.0, 5519.0, 10226.0, 4732.0, 3162.0, 2974.0, 84051.0, 0.47, null, null, null, null, null, null, null, null, null, null
California, 2017, Anaheim city, 352456.0, 7072.39, 49.84, 50.81, 0.98, 177625.0, 174831.0, 216356.0, 9839.0, 1425.0, 58649.0, 949.0, 51682.0, 13556.0, 98734.0, 73081.0, 51248.0, 21833.0, 6479.0, 15354.0, 25653.0, 12127.0, 13526.0, 55182.0, 10196.0, 12776.0, 9872.0, 9304.0, 7233.0, 3458.0, 2343.0, 227623.0, 54112.0, 51451.0, 63558.0, 42035.0, 11201.0, 3296.0, 1970.0, 277723.0, 185136.0, 60.0, 185076.0, 176061.0, 9015.0, 92587.0, 185076.0, 176061.0, 481.0, 14570.0, 22331.0, 6729.0, 17716.0, 7634.0, 2804.0, 12192.0, 21854.0, 30624.0, 24047.0, 11423.0, 3656.0, 88459.0, 0.44, 172265.0, 152381.0, 132530.0, 19851.0, 5627.0, 244.0, 1182.0, 3920.0, 1587.0, 7324.0
California, 2017, Antioch city, 111683.0, 3939.64, 28.35, 29.08, 0.73, 54940.0, 56743.0, 45547.0, 21708.0, 391.0, 14582.0, 883.0, 17101.0, 11471.0, 34423.0, 26904.0, 15835.0, 11069.0, 2495.0, 8574.0, 7519.0, 3514.0, 4005.0, 13219.0, 2039.0, 4324.0, 1819.0, 2330.0, 1381.0, 613.0, 713.0, 72879.0, 10804.0, 19564.0, 26907.0, 11571.0, 2824.0, 814.0, 395.0, 86577.0, 56072.0, 55.0, 56017.0, 50870.0, 5147.0, 30505.0, 56017.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 89317.0, 0.44, 49212.0, 42155.0, 31772.0, 10383.0, 3987.0, 48.0, 40.0, 464.0, 301.0, 2217.0
California, 2017, Apple Valley town, 73071.0, 998.33, 73.19, 73.52, 0.33, 34861.0, 38210.0, 60108.0, 5977.0, 417.0, 2047.0, 0.0, 971.0, 3551.0, 24050.0, 17515.0, 12169.0, 5346.0, 1108.0, 4238.0, 6535.0, 3292.0, 3243.0, 8876.0, 2549.0, 1796.0, 1555.0, 1693.0, 622.0, 467.0, 194.0, 46910.0, 6026.0, 16138.0, 17035.0, 5010.0, 1754.0, 621.0, 326.0, 55987.0, 29644.0, 77.0, 29567.0, 26449.0, 3118.0, 26343.0, 29567.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 78037.0, 0.47, null, null, null, null, null, null, null, null, null, null
California, 2017, Arden-Arcade CDP, 100573.0, 5640.88, 17.83, 17.92, 0.09, 48931.0, 51642.0, 62910.0, 9676.0, 343.0, 6852.0, 385.0, 11296.0, 9111.0, 40788.0, 22893.0, 15040.0, 7853.0, 1861.0, 5992.0, 17895.0, 8489.0, 9406.0, 24015.0, 8417.0, 6722.0, 3910.0, 3151.0, 1146.0, 616.0, 53.0, 66063.0, 6670.0, 15987.0, 19384.0, 15896.0, 4627.0, 2781.0, 718.0, 77010.0, 46728.0, 0.0, 46728.0, 44431.0, 2297.0, 30282.0, 46728.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 73503.0, 0.5, null, null, null, null, null, null, null, null, null, null
California, 2017, Bakersfield city, 380887.0, 2679.2, 142.16, 143.61, 1.44, 185324.0, 195563.0, 261398.0, 28892.0, 2100.0, 27391.0, 1005.0, 47158.0, 12943.0, 118508.0, 87598.0, 57021.0, 30577.0, 10460.0, 20117.0, 30910.0, 14000.0, 16910.0, 52059.0, 11910.0, 12908.0, 8090.0, 9680.0, 5028.0, 2149.0, 2294.0, 230158.0, 47947.0, 60090.0, 72810.0, 31562.0, 12427.0, 3129.0, 2193.0, 280124.0, 171018.0, 57.0, 170961.0, 156101.0, 14860.0, 109106.0, 170961.0, 156101.0, 14251.0, 9597.0, 8097.0, 5319.0, 18385.0, 10577.0, 2487.0, 7388.0, 12099.0, 36275.0, 16193.0, 5977.0, 9456.0, 74159.0, 0.44, 152409.0, 141102.0, 124524.0, 16578.0, 1926.0, 451.0, 889.0, 1264.0, 1625.0, 5152.0
California, 2017, Baldwin Park city, 76392.0, 11520.26, 6.63, 6.79, 0.15, 37878.0, 38514.0, 28529.0, 1968.0, 1803.0, 12779.0, 1566.0, 28001.0, 1746.0, 17725.0, 15315.0, 10239.0, 5076.0, 1587.0, 3489.0, 2410.0, 1342.0, 1068.0, 8222.0, 869.0, 1150.0, 1437.0, 2334.0, 1103.0, 677.0, 652.0, 51439.0, 16975.0, 14623.0, 13908.0, 4824.0, 778.0, 247.0, 84.0, 60957.0, 40664.0, 0.0, 40664.0, 38418.0, 2246.0, 20293.0, 40664.0, 38418.0, 301.0, 3251.0, 3836.0, 2639.0, 5365.0, 2581.0, 376.0, 1131.0, 4158.0, 6257.0, 5059.0, 2003.0, 1461.0, 77617.0, 0.38, null, null, null, null, null, null, null, null, null, null
California, 2017, Bellflower city, 77772.0, 12713.97, 6.12, 6.17, 0.05, 38552.0, 39220.0, 25783.0, 11024.0, 324.0, 9004.0, 826.0, 27827.0, 2984.0, 24796.0, 18210.0, 11044.0, 7166.0, 2660.0, 4506.0, 6586.0, 3257.0, 3329.0, 15348.0, 3856.0, 3836.0, 3265.0, 2542.0, 1032.0, 524.0, 293.0, 50973.0, 11198.0, 14704.0, 16862.0, 5852.0, 1661.0, 410.0, 286.0, 61926.0, 41880.0, 0.0, 41880.0, 39549.0, 2331.0, 20046.0, 41880.0, 39549.0, 22.0, 2037.0, 3993.0, 1915.0, 4966.0, 3758.0, 1043.0, 2175.0, 4190.0, 8059.0, 4507.0, 1681.0, 1203.0, 73276.0, 0.42, null, null, null, null, null, null, null, null, null, null
California, 2017, Berkeley city, 122334.0, 11683.99, 10.47, 17.7, 7.23, 60181.0, 62153.0, 70633.0, 11277.0, 681.0, 23736.0, 859.0, 5889.0, 9259.0, 43770.0, 21441.0, 16362.0, 5079.0, 1748.0, 3331.0, 22329.0, 9809.0, 12520.0, 24509.0, 8528.0, 8153.0, 3886.0, 3079.0, 571.0, 251.0, 41.0, 74482.0, 2518.0, 5470.0, 13049.0, 24960.0, 16641.0, 4617.0, 7227.0, 107447.0, 66866.0, 152.0, 66714.0, 63024.0, 3690.0, 40581.0, 66714.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 124087.0, 0.5, 61603.0, 23217.0, 19695.0, 3522.0, 14091.0, 393.0, 4846.0, 12210.0, 801.0, 6045.0
California, 2017, Buena Park city, 83026.0, 7889.22, 10.52, 10.55, 0.03, 41547.0, 41479.0, 39156.0, 3900.0, 1845.0, 22018.0, 273.0, 12082.0, 3752.0, 23627.0, 18898.0, 12304.0, 6594.0, 1473.0, 5121.0, 4729.0, 2580.0, 2149.0, 11117.0, 1609.0, 2197.0, 2265.0, 3027.0, 1522.0, 177.0, 320.0, 55369.0, 7582.0, 14717.0, 15284.0, 13576.0, 3377.0, 464.0, 369.0, 66684.0, 43556.0, 0.0, 43556.0, 41678.0, 1878.0, 23128.0, 43556.0, 41678.0, 88.0, 2141.0, 5491.0, 1593.0, 4725.0, 3507.0, 1528.0, 2176.0, 4220.0, 8145.0, 4315.0, 2596.0, 1153.0, 79837.0, 0.42, null, null, null, null, null, null, null, null, null, null
California, 2017, Burbank city, 104823.0, 6044.79, 17.34, 17.38, 0.04, 49966.0, 54857.0, 78485.0, 4692.0, 426.0, 11319.0, 0.0, 3811.0, 6090.0, 40981.0, 23855.0, 17411.0, 6444.0, 2134.0, 4310.0, 17126.0, 7339.0, 9787.0, 24252.0, 9829.0, 6531.0, 3162.0, 3264.0, 1021.0, 445.0, 0.0, 76947.0, 5169.0, 14917.0, 25513.0, 22066.0, 7070.0, 1639.0, 573.0, 86929.0, 61621.0, 51.0, 61570.0, 57675.0, 3895.0, 25308.0, 61570.0, 57675.0, 319.0, 2281.0, 2358.0, 923.0, 5207.0, 1890.0, 6670.0, 5569.0, 7569.0, 11136.0, 9520.0, 3273.0, 960.0, 96491.0, 0.48, 57047.0, 50177.0, 47477.0, 2700.0, 1606.0, 77.0, 508.0, 604.0, 544.0, 3531.0
California, 2017, Camarillo city, 67849.0, 3474.47, 19.53, 19.54, 0.02, 34375.0, 33474.0, 50762.0, 1043.0, 736.0, 9342.0, 529.0, 1987.0, 3450.0, 25361.0, 18015.0, 14400.0, 3615.0, 1016.0, 2599.0, 7346.0, 3690.0, 3656.0, 8323.0, 2846.0, 2876.0, 1306.0, 865.0, 191.0, 166.0, 73.0, 47171.0, 3062.0, 7251.0, 15723.0, 12307.0, 6185.0, 1545.0, 1098.0, 55954.0, 36205.0, 424.0, 35781.0, 33873.0, 1908.0, 19749.0, 35781.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 131215.0, 0.46, null, null, null, null, null, null, null, null, null, null
California, 2017, Carlsbad city, 115326.0, 3057.26, 37.72, 39.11, 1.39, 56675.0, 58651.0, 97240.0, 1239.0, 249.0, 9781.0, 317.0, 1933.0, 4567.0, 45588.0, 31289.0, 25335.0, 5954.0, 839.0, 5115.0, 14299.0, 5769.0, 8530.0, 15368.0, 5047.0, 4950.0, 2453.0, 1464.0, 1405.0, 49.0, 0.0, 82252.0, 3234.0, 8633.0, 18825.0, 28012.0, 15437.0, 5225.0, 2886.0, 92724.0, 58407.0, 745.0, 57662.0, 55361.0, 2301.0, 34317.0, 57662.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 141731.0, 0.46, null, null, null, null, null, null, null, null, null, null
California, 2017, Carmichael CDP, 65959.0, 4875.69, 13.53, 13.79, 0.26, 30233.0, 35726.0, 51028.0, 2261.0, 265.0, 5244.0, 0.0, 1429.0, 5732.0, 25537.0, 17175.0, 11928.0, 5247.0, 1350.0, 3897.0, 8362.0, 3426.0, 4936.0, 11294.0, 3623.0, 3036.0, 2305.0, 1303.0, 725.0, 124.0, 178.0, 46945.0, 3262.0, 10430.0, 16461.0, 10192.0, 3900.0, 1916.0, 784.0, 54950.0, 33480.0, 0.0, 33480.0, 31671.0, 1809.0, 21470.0, 33480.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 94536.0, 0.49, null, null, null, null, null, null, null, null, null, null
California, 2017, Carson city, 92736.0, 4952.75, 18.72, 18.97, 0.24, 44562.0, 48174.0, 31449.0, 19033.0, 601.0, 23926.0, 391.0, 10423.0, 6913.0, 26070.0, 20772.0, 12779.0, 7993.0, 1883.0, 6110.0, 5298.0, 2812.0, 2486.0, 7732.0, 877.0, 2118.0, 1436.0, 1817.0, 608.0, 315.0, 561.0, 62961.0, 12624.0, 13530.0, 20390.0, 12953.0, 2970.0, 246.0, 248.0, 75217.0, 46236.0, 0.0, 46236.0, 43098.0, 3138.0, 28981.0, 46236.0, 43098.0, 135.0, 3149.0, 4513.0, 2559.0, 4833.0, 3715.0, 747.0, 2401.0, 3245.0, 10498.0, 3334.0, 2159.0, 1810.0, 82011.0, 0.4, 42384.0, 37003.0, 33640.0, 3363.0, 1868.0, 106.0, 539.0, 294.0, 986.0, 1588.0
California, 2017, Castro Valley CDP, 62103.0, 3733.37, 16.63, 16.92, 0.28, 30919.0, 31184.0, 36970.0, 6056.0, 850.0, 11831.0, 254.0, 2330.0, 3812.0, 21977.0, 15509.0, 12283.0, 3226.0, 845.0, 2381.0, 6468.0, 3108.0, 3360.0, 5868.0, 1593.0, 1497.0, 1145.0, 1119.0, 300.0, 214.0, 0.0, 46139.0, 4344.0, 7159.0, 12998.0, 12752.0, 6294.0, 1506.0, 1086.0, 50970.0, 33666.0, 0.0, 33666.0, 32373.0, 1293.0, 17304.0, 33666.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 128864.0, 0.41, 31663.0, 25225.0, 22485.0, 2740.0, 3263.0, 0.0, 47.0, 387.0, 772.0, 1969.0
California, 2017, Chico city, 93297.0, 2833.78, 32.92, 33.1, 0.17, 44746.0, 48551.0, 76299.0, 2499.0, 658.0, 5603.0, 37.0, 4349.0, 3852.0, 37547.0, 19902.0, 13511.0, 6391.0, 1889.0, 4502.0, 17645.0, 7910.0, 9735.0, 21244.0, 7306.0, 6181.0, 3620.0, 3118.0, 860.0, 150.0, 9.0, 55827.0, 2705.0, 10755.0, 21813.0, 13509.0, 4777.0, 1844.0, 424.0, 78562.0, 50225.0, 10.0, 50215.0, 46851.0, 3364.0, 28337.0, 50215.0, 46851.0, 659.0, 2687.0, 2308.0, 1248.0, 8876.0, 1844.0, 951.0, 3714.0, 4737.0, 11151.0, 5222.0, 2013.0, 1441.0, 70247.0, 0.49, null, null, null, null, null, null, null, null, null, null
California, 2017, Chino city, 89798.0, 3029.69, 29.64, 29.65, 0.01, 52815.0, 36983.0, 44957.0, 5569.0, 518.0, 11883.0, 1093.0, 21312.0, 4466.0, 20484.0, 15782.0, 11912.0, 3870.0, 527.0, 3343.0, 4702.0, 1810.0, 2892.0, 8256.0, 1898.0, 1305.0, 1305.0, 1233.0, 1447.0, 861.0, 207.0, 63311.0, 14778.0, 14923.0, 20767.0, 9571.0, 2227.0, 921.0, 124.0, 73269.0, 35240.0, 0.0, 35240.0, 33823.0, 1417.0, 38029.0, 35240.0, 33823.0, 186.0, 2839.0, 3403.0, 1513.0, 4144.0, 2593.0, 654.0, 2328.0, 3089.0, 6839.0, 3198.0, 1595.0, 1442.0, 88831.0, 0.41, null, null, null, null, null, null, null, null, null, null
California, 2017, Chino Hills city, 80400.0, 1799.42, 44.68, 44.75, 0.07, 37348.0, 43052.0, 41622.0, 2157.0, 346.0, 27344.0, 0.0, 6239.0, 2692.0, 23170.0, 20485.0, 16297.0, 4188.0, 1460.0, 2728.0, 2685.0, 1188.0, 1497.0, 5051.0, 561.0, 1172.0, 1753.0, 831.0, 452.0, 206.0, 76.0, 54622.0, 5543.0, 7730.0, 18692.0, 14497.0, 5416.0, 1707.0, 1037.0, 63473.0, 39837.0, 0.0, 39837.0, 37527.0, 2310.0, 23636.0, 39837.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 118176.0, 0.38, null, null, null, null, null, null, null, null, null, null
California, 2017, Chula Vista city, 270450.0, 5449.17, 49.63, 52.09, 2.46, 130380.0, 140070.0, 176339.0, 18102.0, 2083.0, 37656.0, 2113.0, 20379.0, 13778.0, 80417.0, 64559.0, 46408.0, 18151.0, 4920.0, 13231.0, 15858.0, 7470.0, 8388.0, 34853.0, 7043.0, 8741.0, 7606.0, 5446.0, 3712.0, 1425.0, 880.0, 173547.0, 33146.0, 36873.0, 54795.0, 33057.0, 11639.0, 2471.0, 1566.0, 210270.0, 137252.0, 4316.0, 132936.0, 118928.0, 14008.0, 73018.0, 132936.0, 118928.0, 0.0, 8767.0, 9092.0, 2740.0, 11358.0, 6925.0, 2565.0, 7927.0, 15272.0, 28061.0, 12887.0, 4756.0, 8578.0, 98306.0, 0.45, 120313.0, 106249.0, 93607.0, 12642.0, 4528.0, 645.0, 439.0, 1553.0, 810.0, 6089.0
California, 2017, Citrus Heights city, 87924.0, 6179.46, 14.23, 14.23, 0.0, 43509.0, 44415.0, 70644.0, 3976.0, 444.0, 2556.0, 100.0, 5000.0, 5204.0, 33598.0, 20789.0, 15002.0, 5787.0, 2312.0, 3475.0, 12809.0, 4491.0, 8318.0, 15053.0, 5227.0, 4606.0, 2486.0, 1635.0, 531.0, 388.0, 180.0, 63416.0, 6568.0, 16280.0, 25900.0, 9819.0, 3750.0, 958.0, 141.0, 72176.0, 44889.0, 0.0, 44889.0, 42179.0, 2710.0, 27287.0, 44889.0, 42179.0, 51.0, 4332.0, 1520.0, 849.0, 5908.0, 2539.0, 693.0, 3756.0, 5053.0, 8896.0, 3877.0, 1849.0, 2856.0, 76274.0, 0.41, 40760.0, 35900.0, 32246.0, 3654.0, 596.0, 485.0, 68.0, 1335.0, 229.0, 2147.0
California, 2017, Clovis city, 109700.0, 4712.64, 23.28, 23.28, 0.0, 53637.0, 56063.0, 80735.0, 2310.0, 670.0, 11095.0, 939.0, 9033.0, 4918.0, 35855.0, 26533.0, 18172.0, 8361.0, 2396.0, 5965.0, 9322.0, 4605.0, 4717.0, 13312.0, 2756.0, 4243.0, 2324.0, 2257.0, 557.0, 1100.0, 75.0, 69540.0, 6378.0, 14565.0, 26712.0, 14461.0, 4346.0, 2466.0, 612.0, 82711.0, 51349.0, 438.0, 50911.0, 48533.0, 2378.0, 31362.0, 50911.0, 48533.0, 822.0, 2682.0, 2691.0, 1070.0, 6063.0, 2497.0, 1106.0, 3705.0, 4647.0, 12463.0, 3717.0, 3345.0, 3725.0, 94726.0, 0.44, null, null, null, null, null, null, null, null, null, null
California, 2017, Compton city, 97626.0, 9750.66, 10.01, 10.12, 0.1, 48576.0, 49050.0, 26264.0, 29429.0, 489.0, 215.0, 36.0, 39738.0, 1455.0, 23360.0, 19529.0, 11002.0, 8527.0, 2131.0, 6396.0, 3831.0, 1715.0, 2116.0, 11151.0, 1631.0, 2019.0, 2271.0, 1430.0, 1979.0, 1070.0, 751.0, 57505.0, 20331.0, 19062.0, 13062.0, 3839.0, 1087.0, 124.0, 0.0, 71032.0, 43654.0, 0.0, 43654.0, 39988.0, 3666.0, 27378.0, 43654.0, 39988.0, 168.0, 2683.0, 6146.0, 1855.0, 4104.0, 4993.0, 303.0, 1752.0, 3688.0, 6112.0, 3339.0, 2933.0, 1912.0, 60614.0, 0.41, null, null, null, null, null, null, null, null, null, null
California, 2017, Concord city, 129778.0, 4248.61, 30.55, 30.55, 0.0, 64057.0, 65721.0, 81463.0, 4141.0, 520.0, 18456.0, 0.0, 18844.0, 6354.0, 45868.0, 32142.0, 25113.0, 7029.0, 2355.0, 4674.0, 13726.0, 6201.0, 7525.0, 17489.0, 4849.0, 3642.0, 3171.0, 3779.0, 809.0, 814.0, 425.0, 92591.0, 11522.0, 15280.0, 31393.0, 23663.0, 7593.0, 2037.0, 1103.0, 103418.0, 67601.0, 158.0, 67443.0, 64447.0, 2996.0, 35817.0, 67443.0, 64447.0, 260.0, 5755.0, 5533.0, 1128.0, 7108.0, 1994.0, 1113.0, 5328.0, 9167.0, 13053.0, 7465.0, 4096.0, 2447.0, 100246.0, 0.38, 62234.0, 50786.0, 42601.0, 8185.0, 6247.0, 0.0, 235.0, 1128.0, 1075.0, 2763.0
California, 2017, Corona city, 167843.0, 4323.01, 38.83, 38.93, 0.1, 84079.0, 83764.0, 94255.0, 13462.0, 471.0, 15363.0, 616.0, 35455.0, 8221.0, 47942.0, 37105.0, 29093.0, 8012.0, 2577.0, 5435.0, 10837.0, 4779.0, 6058.0, 16780.0, 3609.0, 3529.0, 3163.0, 2626.0, 1925.0, 1230.0, 698.0, 104579.0, 13488.0, 25743.0, 37500.0, 17967.0, 7210.0, 1489.0, 1182.0, 129144.0, 88956.0, 372.0, 88584.0, 84737.0, 3847.0, 40188.0, 88584.0, 84737.0, 375.0, 5507.0, 11160.0, 2501.0, 10372.0, 4756.0, 1803.0, 5967.0, 9002.0, 18508.0, 6853.0, 2873.0, 5060.0, 99056.0, 0.4, 82788.0, 74810.0, 65484.0, 9326.0, 1023.0, 294.0, 106.0, 968.0, 626.0, 4961.0
California, 2017, Costa Mesa city, 113821.0, 7271.25, 15.65, 15.7, 0.05, 56779.0, 57042.0, 88167.0, 1947.0, 253.0, 8762.0, 1594.0, 8852.0, 4246.0, 40927.0, 25218.0, 18701.0, 6517.0, 2813.0, 3704.0, 15709.0, 7644.0, 8065.0, 24509.0, 6435.0, 8659.0, 3354.0, 4054.0, 821.0, 927.0, 259.0, 79905.0, 12772.0, 13762.0, 21326.0, 23725.0, 5974.0, 1594.0, 752.0, 92582.0, 66673.0, 271.0, 66402.0, 64066.0, 2336.0, 25909.0, 66402.0, 64066.0, 290.0, 3373.0, 6667.0, 1900.0, 7108.0, 1627.0, 1015.0, 5717.0, 11502.0, 12276.0, 7724.0, 3938.0, 929.0, 99872.0, 0.43, null, null, null, null, null, null, null, null, null, null
California, 2017, Daly City city, 107091.0, 13973.77, 7.66, 7.66, 0.0, 51980.0, 55111.0, 19476.0, 3727.0, 578.0, 61641.0, 263.0, 13791.0, 7615.0, 29162.0, 21633.0, 13621.0, 8012.0, 3239.0, 4773.0, 7529.0, 2323.0, 5206.0, 12366.0, 3351.0, 1968.0, 2062.0, 2007.0, 1396.0, 613.0, 969.0, 76900.0, 11510.0, 15644.0, 23420.0, 19784.0, 4679.0, 1330.0, 533.0, 89227.0, 61046.0, 148.0, 60898.0, 58228.0, 2670.0, 28181.0, 60898.0, 58228.0, 0.0, 2265.0, 2635.0, 1139.0, 6496.0, 5135.0, 1045.0, 4335.0, 6244.0, 13788.0, 8742.0, 3553.0, 2851.0, 107507.0, 0.39, 57516.0, 41940.0, 34017.0, 7923.0, 12221.0, 80.0, 120.0, 1638.0, 455.0, 1062.0
California, 2017, Davis city, 68985.0, 6977.15, 9.89, 9.92, 0.03, 31307.0, 37678.0, 44617.0, 1702.0, 416.0, 13918.0, 120.0, 2202.0, 6010.0, 23271.0, 11898.0, 9749.0, 2149.0, 816.0, 1333.0, 11373.0, 4436.0, 6937.0, 12474.0, 2921.0, 4150.0, 1561.0, 1797.0, 1252.0, 656.0, 137.0, 34601.0, 1073.0, 1822.0, 6463.0, 11171.0, 6290.0, 3338.0, 4444.0, 59760.0, 35718.0, 38.0, 35680.0, 32459.0, 3221.0, 24042.0, 35680.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 121613.0, 0.55, null, null, null, null, null, null, null, null, null, null
California, 2017, Downey city, 113089.0, 9114.11, 12.41, 12.57, 0.16, 55154.0, 57935.0, 63809.0, 3376.0, 187.0, 6764.0, 488.0, 34438.0, 4027.0, 33578.0, 26251.0, 17541.0, 8710.0, 2480.0, 6230.0, 7327.0, 3201.0, 4126.0, 16041.0, 3401.0, 3686.0, 3664.0, 2905.0, 1714.0, 484.0, 187.0, 76120.0, 14071.0, 17413.0, 25471.0, 13649.0, 4130.0, 990.0, 396.0, 88430.0, 58139.0, 0.0, 58139.0, 54427.0, 3712.0, 30291.0, 58139.0, 54427.0, 487.0, 3939.0, 5487.0, 3924.0, 5234.0, 4381.0, 699.0, 3371.0, 5441.0, 11870.0, 4683.0, 2072.0, 2839.0, 89745.0, 0.4, 52970.0, 47754.0, 43639.0, 4115.0, 2077.0, 367.0, 0.0, 822.0, 482.0, 1468.0
California, 2017, East Los Angeles CDP, 125542.0, 16855.14, 7.45, 7.45, 0.0, 63229.0, 62313.0, 60719.0, 433.0, 1950.0, 1848.0, 86.0, 58541.0, 1965.0, 31910.0, 25479.0, 14340.0, 11139.0, 4148.0, 6991.0, 6431.0, 3408.0, 3023.0, 22020.0, 4100.0, 4692.0, 3193.0, 4009.0, 2810.0, 1704.0, 1512.0, 77653.0, 37305.0, 18319.0, 15587.0, 4666.0, 1556.0, 187.0, 33.0, 93816.0, 58824.0, 0.0, 58824.0, 54801.0, 4023.0, 34992.0, 58824.0, 54801.0, 187.0, 5681.0, 8057.0, 3837.0, 7259.0, 4752.0, 400.0, 1119.0, 3618.0, 9856.0, 5815.0, 2795.0, 1425.0, 53241.0, 0.41, 53840.0, 45138.0, 38272.0, 6866.0, 3617.0, 0.0, 325.0, 2151.0, 653.0, 1956.0
