STATE, YEAR, CITY, Total Population,Population Density (Per Sq. Mile),Area (Land),Area Total,Area (Water),Male,Female,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Households,Family Households,Married-Couple Family,Other Family,Male Householder No Wife Present,Female Householder No Husband Present,Nonfamily Households,Male Householder,Female Householder,Renter-Occupied Housing Units,1-Person Household,2-Person Household,3-Person Household,4-Person Household,5-Person Household,6-Person Household,7-or-More Person Household,Population 25 Years and Over,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Population 16 Years and Over,In Labor Force,In Armed Forces,Civilian,Employed,Unemployed,Not in Labor Force,Civilian Population in Labor Force 16 Years and Over,Total Employed Civilian Population 16 Years and Over,Agriculture Forestry Fishing and Hunting and Mining,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transportation and Warehousing and Utilities,Information,Finance and Insurance and Real Estate and Rental  and Leasing,Professional Scientific and Management and    Administrative and Waste Management Services,Educational Services and Health Care and Social  Assistance,Arts Entertainment and Recreation and  Accommodation and Food Services,Other Services Except Public Administration,Public Administration,Average Household Income (In 2019 Inflation-Adjusted Dollars),Gini Index,Workers 16 Years and Over,Car Truck or Van,Drove Alone,Carpooled,Public Transportation (Includes Taxicab),Motorcycle,Bicycle,Walked,Other Means,Worked At Home
Wisconsin, 2018, Oshkosh city, 66737.0, 2490.85, 26.79, 27.8, 1.01, 34639.0, 32098.0, 60144.0, 2653.0, 311.0, 2174.0, 0.0, 44.0, 1411.0, 26703.0, 13238.0, 10053.0, 3185.0, 920.0, 2265.0, 13465.0, 6875.0, 6590.0, 11345.0, 5537.0, 3200.0, 904.0, 827.0, 554.0, 291.0, 32.0, 43146.0, 4281.0, 14104.0, 14252.0, 8192.0, 1833.0, 244.0, 240.0, 56211.0, 35622.0, 0.0, 35622.0, 34036.0, 1586.0, 20589.0, 35622.0, 34036.0, 142.0, 1253.0, 8208.0, 1073.0, 4591.0, 1466.0, 284.0, 1208.0, 2539.0, 7241.0, 3889.0, 824.0, 1318.0, 58285.0, 0.39, null, null, null, null, null, null, null, null, null, null
Wisconsin, 2018, Racine city, 77434.0, 5004.35, 15.47, 15.66, 0.19, 38220.0, 39214.0, 52958.0, 18363.0, 169.0, 897.0, 71.0, 2344.0, 2632.0, 30158.0, 17773.0, 8852.0, 8921.0, 2917.0, 6004.0, 12385.0, 5020.0, 7365.0, 15159.0, 6179.0, 3577.0, 2501.0, 1135.0, 1299.0, 69.0, 399.0, 50688.0, 7908.0, 14896.0, 19131.0, 5845.0, 2405.0, 191.0, 312.0, 59690.0, 37931.0, 0.0, 37931.0, 35793.0, 2138.0, 21759.0, 37931.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 54370.0, 0.43, null, null, null, null, null, null, null, null, null, null
Wisconsin, 2018, Waukesha city, 72549.0, 2842.03, 25.53, 25.8, 0.27, 35607.0, 36942.0, 65395.0, 2539.0, 186.0, 3158.0, 0.0, 278.0, 993.0, 29955.0, 17913.0, 14139.0, 3774.0, 1392.0, 2382.0, 12042.0, 5139.0, 6903.0, 12684.0, 5442.0, 4431.0, 1106.0, 923.0, 307.0, 110.0, 365.0, 47374.0, 3579.0, 10020.0, 13513.0, 13735.0, 5178.0, 830.0, 519.0, 59484.0, 41142.0, 79.0, 41063.0, 40064.0, 999.0, 18342.0, 41063.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 76834.0, 0.43, null, null, null, null, null, null, null, null, null, null
Alabama, 2017, Birmingham city, 212744.0, 1456.49, 146.07, 148.61, 2.54, 101498.0, 111246.0, 52427.0, 151314.0, 380.0, 2474.0, 271.0, 2718.0, 3160.0, 90186.0, 45218.0, 20189.0, 25029.0, 4713.0, 20316.0, 44968.0, 21217.0, 23751.0, 49891.0, 22732.0, 14164.0, 7689.0, 3078.0, 1378.0, 367.0, 483.0, 147226.0, 19897.0, 41092.0, 46867.0, 24231.0, 10350.0, 3014.0, 1775.0, 174925.0, 105886.0, 190.0, 105696.0, 96459.0, 9237.0, 69039.0, 105696.0, 96459.0, 214.0, 4431.0, 6834.0, 2285.0, 12264.0, 4622.0, 2210.0, 7912.0, 9593.0, 25358.0, 12045.0, 5080.0, 3611.0, 50301.0, 0.5, 93314.0, 83750.0, 73646.0, 10104.0, 3085.0, 50.0, 393.0, 3457.0, 311.0, 2268.0
Alabama, 2017, Dothan city, 67526.0, 755.33, 89.4, 89.72, 0.32, 31708.0, 35818.0, 43454.0, 21741.0, 71.0, 674.0, 0.0, 99.0, 1487.0, 25192.0, 16190.0, 10925.0, 5265.0, 918.0, 4347.0, 9002.0, 3995.0, 5007.0, 10257.0, 4076.0, 2786.0, 1618.0, 1196.0, 406.0, 119.0, 56.0, 45773.0, 5382.0, 12692.0, 15709.0, 7166.0, 3388.0, 1165.0, 271.0, 52515.0, 30824.0, 67.0, 30757.0, 28567.0, 2190.0, 21691.0, 30757.0, 28567.0, 212.0, 1403.0, 2464.0, 1153.0, 3949.0, 2328.0, 339.0, 1400.0, 2428.0, 6661.0, 3285.0, 1640.0, 1305.0, 68293.0, 0.5, 28156.0, 27125.0, 24599.0, 2526.0, 32.0, 30.0, 62.0, 159.0, 226.0, 522.0
Alabama, 2017, Hoover city, 84937.0, 1800.98, 47.16, 48.21, 1.05, 40322.0, 44615.0, 63947.0, 12888.0, 109.0, 5581.0, 0.0, 612.0, 1800.0, 34058.0, 23646.0, 19557.0, 4089.0, 1076.0, 3013.0, 10412.0, 3900.0, 6512.0, 11145.0, 4924.0, 3187.0, 1365.0, 1409.0, 209.0, 0.0, 51.0, 60924.0, 1469.0, 8597.0, 16113.0, 22446.0, 7837.0, 2253.0, 2209.0, 68116.0, 46750.0, 304.0, 46446.0, 45022.0, 1424.0, 21366.0, 46446.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 109765.0, 0.45, null, null, null, null, null, null, null, null, null, null
Alabama, 2017, Huntsville city, 195369.0, 934.54, 209.05, 210.39, 1.34, 92699.0, 102670.0, 119757.0, 61312.0, 421.0, 5429.0, 0.0, 3022.0, 5428.0, 84750.0, 49897.0, 33060.0, 16837.0, 3579.0, 13258.0, 34853.0, 15831.0, 19022.0, 38073.0, 16720.0, 10330.0, 5334.0, 2814.0, 1896.0, 565.0, 414.0, 133240.0, 13000.0, 25062.0, 39167.0, 33164.0, 17160.0, 2364.0, 3323.0, 157874.0, 99798.0, 677.0, 99121.0, 93166.0, 5955.0, 58076.0, 99121.0, 93166.0, 400.0, 5086.0, 10849.0, 1727.0, 12788.0, 2909.0, 1446.0, 3472.0, 16262.0, 17298.0, 10165.0, 3337.0, 7427.0, 75731.0, 0.5, 91807.0, 85440.0, 79033.0, 6407.0, 882.0, 281.0, 380.0, 1008.0, 592.0, 3224.0
Alabama, 2017, Mobile city, 190273.0, 1367.8, 139.11, 179.78, 40.67, 91603.0, 98670.0, 81651.0, 99489.0, 313.0, 3073.0, 0.0, 2076.0, 3671.0, 78145.0, 42687.0, 26948.0, 15739.0, 2234.0, 13505.0, 35458.0, 16694.0, 18764.0, 36848.0, 17882.0, 10002.0, 5386.0, 2043.0, 703.0, 236.0, 596.0, 131218.0, 12789.0, 41079.0, 38640.0, 23026.0, 10908.0, 3616.0, 1160.0, 155930.0, 88343.0, 252.0, 88091.0, 84494.0, 3597.0, 67587.0, 88091.0, 84494.0, 477.0, 3923.0, 8227.0, 1752.0, 8930.0, 5662.0, 1451.0, 4828.0, 10341.0, 21822.0, 11006.0, 2945.0, 3130.0, 61080.0, 0.53, null, null, null, null, null, null, null, null, null, null
Alabama, 2017, Montgomery city, 199525.0, 1250.43, 159.57, 161.92, 2.36, 93275.0, 106250.0, 67441.0, 120350.0, 311.0, 5906.0, 51.0, 2034.0, 3432.0, 78217.0, 47456.0, 26823.0, 20633.0, 4025.0, 16608.0, 30761.0, 13824.0, 16937.0, 35451.0, 14891.0, 9775.0, 4713.0, 3779.0, 1562.0, 401.0, 330.0, 130862.0, 18690.0, 35137.0, 35118.0, 25334.0, 12392.0, 2515.0, 1676.0, 157881.0, 92203.0, 1368.0, 90835.0, 86036.0, 4799.0, 65678.0, 90835.0, 86036.0, 0.0, 3415.0, 10245.0, 1241.0, 9641.0, 5059.0, 1753.0, 4352.0, 8665.0, 18235.0, 10462.0, 5126.0, 7842.0, 60139.0, 0.49, null, null, null, null, null, null, null, null, null, null
Alabama, 2017, Tuscaloosa city, 100296.0, 1665.11, 60.23, 70.35, 10.12, 47818.0, 52478.0, 49185.0, 46562.0, 755.0, 1861.0, 115.0, 162.0, 1656.0, 36209.0, 19668.0, 12259.0, 7409.0, 771.0, 6638.0, 16541.0, 8119.0, 8422.0, 19006.0, 7822.0, 4847.0, 3452.0, 2802.0, 83.0, 0.0, 0.0, 56876.0, 6486.0, 14818.0, 12851.0, 12740.0, 6201.0, 1801.0, 1979.0, 84047.0, 47627.0, 56.0, 47571.0, 44180.0, 3391.0, 36420.0, 47571.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 63133.0, 0.49, null, null, null, null, null, null, null, null, null, null
Arizona, 2017, Avondale city, 84034.0, 1842.94, 45.6, 45.65, 0.05, 39677.0, 44357.0, 62317.0, 7312.0, 1827.0, 1480.0, 577.0, 7240.0, 3281.0, 26223.0, 20077.0, 12701.0, 7376.0, 2065.0, 5311.0, 6146.0, 3151.0, 2995.0, 10457.0, 3213.0, 1937.0, 2719.0, 659.0, 1241.0, 473.0, 215.0, 51666.0, 9689.0, 13449.0, 18997.0, 6341.0, 2745.0, 135.0, 310.0, 62741.0, 43259.0, 178.0, 43081.0, 40358.0, 2723.0, 19482.0, 43081.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 68422.0, 0.41, null, null, null, null, null, null, null, null, null, null
Arizona, 2017, Buckeye city, 68431.0, null, null, null, null, 37366.0, 31065.0, 44922.0, 3115.0, 1216.0, 3620.0, 286.0, 12758.0, 2514.0, 18135.0, 14711.0, 11669.0, 3042.0, 862.0, 2180.0, 3424.0, 1697.0, 1727.0, 3999.0, 371.0, 627.0, 815.0, 1077.0, 474.0, 389.0, 246.0, 43311.0, 8033.0, 9784.0, 17260.0, 5735.0, 1698.0, 591.0, 210.0, 52374.0, 29577.0, 82.0, 29495.0, 26551.0, 2944.0, 22797.0, 29495.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 80756.0, 0.34, null, null, null, null, null, null, null, null, null, null
Arizona, 2017, Casas Adobes CDP, 73668.0, 2753.87, 26.75, 26.87, 0.12, 34658.0, 39010.0, 61536.0, 2214.0, 878.0, 3515.0, 49.0, 2178.0, 3298.0, 30011.0, 19399.0, 14587.0, 4812.0, 1458.0, 3354.0, 10612.0, 4638.0, 5974.0, 11251.0, 3857.0, 3261.0, 1750.0, 1400.0, 767.0, 216.0, 0.0, 51513.0, 2506.0, 10645.0, 19352.0, 11969.0, 5223.0, 1058.0, 760.0, 59633.0, 36223.0, 137.0, 36086.0, 33949.0, 2137.0, 23410.0, 36086.0, 33949.0, 388.0, 1731.0, 1866.0, 492.0, 4942.0, 2016.0, 679.0, 1964.0, 4805.0, 9017.0, 2698.0, 1535.0, 1816.0, 75547.0, 0.4, null, null, null, null, null, null, null, null, null, null
Arizona, 2017, Chandler city, 253448.0, 3934.75, 64.41, 64.52, 0.11, 125874.0, 127574.0, 196427.0, 15065.0, 1914.0, 25208.0, 507.0, 4233.0, 10094.0, 91671.0, 61213.0, 46439.0, 14774.0, 4368.0, 10406.0, 30458.0, 15862.0, 14596.0, 31732.0, 9858.0, 10095.0, 5020.0, 4050.0, 1581.0, 725.0, 403.0, 169500.0, 11962.0, 31277.0, 51938.0, 45491.0, 21707.0, 3707.0, 3418.0, 196777.0, 138408.0, 72.0, 138336.0, 132467.0, 5869.0, 58369.0, 138336.0, 132467.0, 760.0, 6378.0, 15678.0, 4596.0, 14024.0, 6441.0, 2903.0, 15770.0, 18151.0, 27671.0, 11449.0, 4608.0, 4038.0, 99016.0, 0.41, 130853.0, 114868.0, 103927.0, 10941.0, 1943.0, 144.0, 366.0, 2506.0, 997.0, 10029.0
Arizona, 2017, Flagstaff city, 71975.0, 1126.87, 63.87, 63.91, 0.04, 36659.0, 35316.0, 61793.0, 1083.0, 2739.0, 1978.0, 318.0, 623.0, 3441.0, 24493.0, 12133.0, 8760.0, 3373.0, 879.0, 2494.0, 12360.0, 7578.0, 4782.0, 11850.0, 4210.0, 3749.0, 1938.0, 1140.0, 756.0, 57.0, 0.0, 37338.0, 1314.0, 5628.0, 11871.0, 11251.0, 4849.0, 707.0, 1718.0, 60069.0, 41467.0, 42.0, 41425.0, 37385.0, 4040.0, 18602.0, 41425.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 72034.0, 0.44, null, null, null, null, null, null, null, null, null, null
Arizona, 2017, Gilbert town, 242362.0, 3566.09, 67.96, 68.15, 0.18, 118931.0, 123431.0, 205175.0, 6401.0, 1662.0, 12125.0, 62.0, 6395.0, 10542.0, 81415.0, 58304.0, 47676.0, 10628.0, 2747.0, 7881.0, 23111.0, 10118.0, 12993.0, 24025.0, 7656.0, 6919.0, 3963.0, 3676.0, 925.0, 515.0, 371.0, 151505.0, 3966.0, 27898.0, 54751.0, 44337.0, 15260.0, 3419.0, 1874.0, 181595.0, 128504.0, 81.0, 128423.0, 124556.0, 3867.0, 53091.0, 128423.0, 124556.0, 89.0, 4209.0, 12690.0, 3851.0, 15022.0, 6099.0, 3015.0, 13383.0, 16574.0, 28821.0, 11475.0, 4721.0, 4607.0, 103312.0, 0.4, 123203.0, 109712.0, 99362.0, 10350.0, 1351.0, 534.0, 440.0, 1117.0, 549.0, 9500.0
Arizona, 2017, Glendale city, 246708.0, 4113.44, 59.98, 60.13, 0.16, 120816.0, 125892.0, 184004.0, 19568.0, 5090.0, 11402.0, 1682.0, 14856.0, 10106.0, 79570.0, 53288.0, 34169.0, 19119.0, 5939.0, 13180.0, 26282.0, 13727.0, 12555.0, 37865.0, 11938.0, 9907.0, 5187.0, 4102.0, 3343.0, 1865.0, 1523.0, 153246.0, 28031.0, 45002.0, 48164.0, 20114.0, 9287.0, 1659.0, 989.0, 188399.0, 121852.0, 1246.0, 120606.0, 113687.0, 6919.0, 66547.0, 120606.0, 113687.0, 852.0, 8612.0, 7509.0, 2154.0, 16111.0, 8705.0, 2437.0, 9656.0, 11916.0, 25128.0, 11136.0, 5110.0, 4361.0, 74938.0, 0.48, 113001.0, 100069.0, 87892.0, 12177.0, 4479.0, 338.0, 360.0, 1699.0, 753.0, 5303.0
Arizona, 2017, Goodyear city, 79850.0, 417.02, 191.48, 191.52, 0.04, 37464.0, 42386.0, 57322.0, 6981.0, 2066.0, 4449.0, 28.0, 6250.0, 2754.0, 25532.0, 19818.0, 16122.0, 3696.0, 1299.0, 2397.0, 5714.0, 3123.0, 2591.0, 5886.0, 1610.0, 1342.0, 551.0, 1150.0, 660.0, 224.0, 349.0, 54186.0, 5210.0, 11683.0, 18817.0, 10963.0, 5649.0, 1318.0, 546.0, 63056.0, 38398.0, 432.0, 37966.0, 35688.0, 2278.0, 24658.0, 37966.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 105950.0, 0.4, null, null, null, null, null, null, null, null, null, null
Arizona, 2017, Mesa city, 496395.0, 3637.86, 136.45, 137.06, 0.61, 242301.0, 254094.0, 397828.0, 18938.0, 10060.0, 10121.0, 1798.0, 38260.0, 19390.0, 177276.0, 116665.0, 84501.0, 32164.0, 8845.0, 23319.0, 60611.0, 27283.0, 33328.0, 68074.0, 23671.0, 17563.0, 9833.0, 7281.0, 5234.0, 2542.0, 1950.0, 326533.0, 36406.0, 79063.0, 119112.0, 64441.0, 19609.0, 5205.0, 2697.0, 383655.0, 247928.0, 117.0, 247811.0, 236504.0, 11307.0, 135727.0, 247811.0, 236504.0, 1266.0, 20754.0, 19085.0, 5306.0, 29921.0, 12671.0, 3874.0, 18312.0, 33091.0, 49443.0, 22524.0, 14047.0, 6210.0, 74232.0, 0.45, 232823.0, 204183.0, 175507.0, 28676.0, 3852.0, 1547.0, 2779.0, 3865.0, 3805.0, 12792.0
Arizona, 2017, Peoria city, 168174.0, 964.28, 174.4, 177.97, 3.57, 79855.0, 88319.0, 140642.0, 4747.0, 1012.0, 7522.0, 670.0, 7025.0, 6556.0, 62112.0, 42090.0, 33357.0, 8733.0, 2378.0, 6355.0, 20022.0, 6654.0, 13368.0, 14735.0, 6381.0, 3706.0, 2693.0, 1028.0, 752.0, 92.0, 83.0, 116927.0, 8626.0, 27678.0, 41258.0, 27656.0, 8963.0, 1554.0, 1192.0, 136190.0, 87836.0, 383.0, 87453.0, 83582.0, 3871.0, 48354.0, 87453.0, 83582.0, 210.0, 5579.0, 6046.0, 2411.0, 11804.0, 3975.0, 2023.0, 9922.0, 9478.0, 18320.0, 6730.0, 3949.0, 3135.0, 90327.0, 0.44, 82176.0, 72378.0, 63960.0, 8418.0, 508.0, 493.0, 290.0, 977.0, 465.0, 7065.0
Arizona, 2017, Phoenix city, 1626085.0, 3147.04, 516.7, 517.95, 1.24, 811245.0, 814840.0, 1192925.0, 117767.0, 32710.0, 65216.0, 3595.0, 146078.0, 67794.0, 559155.0, 355797.0, 235323.0, 120474.0, 39621.0, 80853.0, 203358.0, 104135.0, 99223.0, 245335.0, 87728.0, 58906.0, 36080.0, 28993.0, 18274.0, 8200.0, 7154.0, 1038987.0, 185602.0, 242741.0, 315085.0, 189803.0, 76787.0, 17683.0, 11286.0, 1246705.0, 839329.0, 837.0, 838492.0, 791996.0, 46496.0, 407376.0, 838492.0, 791996.0, 2091.0, 70432.0, 49743.0, 20404.0, 93297.0, 41590.0, 14275.0, 81022.0, 110130.0, 154748.0, 83620.0, 41285.0, 29359.0, 77285.0, 0.46, 780329.0, 681921.0, 578267.0, 103654.0, 23870.0, 2687.0, 5985.0, 12522.0, 9113.0, 44231.0
Arizona, 2017, San Tan Valley CDP, 92851.0, 2594.98, 35.78, 35.78, 0.0, 44761.0, 48090.0, 79989.0, 2960.0, 435.0, 2466.0, 150.0, 1839.0, 5012.0, 29224.0, 20050.0, 16140.0, 3910.0, 1014.0, 2896.0, 9174.0, 3158.0, 6016.0, 7522.0, 2399.0, 1623.0, 465.0, 1774.0, 1023.0, 0.0, 238.0, 55073.0, 5814.0, 17222.0, 20120.0, 7918.0, 2487.0, 627.0, 885.0, 65619.0, 39706.0, 0.0, 39706.0, 38236.0, 1470.0, 25913.0, 39706.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 69430.0, 0.39, null, null, null, null, null, null, null, null, null, null
Arizona, 2017, Scottsdale city, 249947.0, 1359.0, 183.92, 184.4, 0.48, 126044.0, 123903.0, 222396.0, 6400.0, 1705.0, 11946.0, 0.0, 2325.0, 5175.0, 110192.0, 62457.0, 51052.0, 11405.0, 4109.0, 7296.0, 47735.0, 22207.0, 25528.0, 37279.0, 15867.0, 13065.0, 4702.0, 2628.0, 943.0, 74.0, 0.0, 191521.0, 5361.0, 25020.0, 52344.0, 63560.0, 31404.0, 9700.0, 4132.0, 212383.0, 133970.0, 324.0, 133646.0, 129561.0, 4085.0, 78413.0, 133646.0, 129561.0, 705.0, 4073.0, 7742.0, 4035.0, 13217.0, 5956.0, 2791.0, 19264.0, 21501.0, 27318.0, 14643.0, 5679.0, 2637.0, 129671.0, 0.5, 128311.0, 106209.0, 95071.0, 11138.0, 1804.0, 219.0, 909.0, 2191.0, 1000.0, 15979.0
Arizona, 2017, Surprise city, 134079.0, 1267.92, 105.75, 105.87, 0.12, 65014.0, 69065.0, 117253.0, 4734.0, 670.0, 2941.0, 0.0, 5438.0, 3043.0, 50799.0, 37355.0, 31834.0, 5521.0, 1286.0, 4235.0, 13444.0, 6061.0, 7383.0, 13122.0, 3919.0, 3960.0, 2616.0, 1356.0, 860.0, 157.0, 254.0, 98930.0, 6681.0, 26619.0, 38932.0, 17659.0, 7065.0, 1291.0, 683.0, 111809.0, 65480.0, 1214.0, 64266.0, 61499.0, 2767.0, 46329.0, 64266.0, 61499.0, 158.0, 5103.0, 4190.0, 972.0, 10763.0, 2835.0, 1214.0, 5190.0, 5876.0, 12560.0, 5446.0, 3349.0, 3843.0, 82119.0, 0.39, 61402.0, 54993.0, 49583.0, 5410.0, 366.0, 534.0, 329.0, 455.0, 0.0, 4725.0
Arizona, 2017, Tempe city, 185025.0, 4633.82, 39.93, 40.19, 0.26, 98600.0, 86425.0, 124167.0, 12084.0, 5579.0, 14652.0, 408.0, 20933.0, 7202.0, 70555.0, 31922.0, 20839.0, 11083.0, 4707.0, 6376.0, 38633.0, 21489.0, 17144.0, 42947.0, 16022.0, 12222.0, 6096.0, 4664.0, 2547.0, 1269.0, 127.0, 114154.0, 9712.0, 20668.0, 35144.0, 27978.0, 14608.0, 2422.0, 3622.0, 159413.0, 109313.0, 31.0, 109282.0, 103321.0, 5961.0, 50100.0, 109282.0, 103321.0, 441.0, 6647.0, 6863.0, 2045.0, 10782.0, 5955.0, 2460.0, 11066.0, 14428.0, 24404.0, 11599.0, 4205.0, 2426.0, 69676.0, 0.47, 101633.0, 83314.0, 73822.0, 9492.0, 5214.0, 473.0, 2943.0, 3908.0, 670.0, 5111.0
Arizona, 2017, Tucson city, 535676.0, 2362.84, 226.71, 227.03, 0.33, 267387.0, 268289.0, 384608.0, 25645.0, 22287.0, 16624.0, 1059.0, 53889.0, 31564.0, 211560.0, 115938.0, 71091.0, 44847.0, 13919.0, 30928.0, 95622.0, 50535.0, 45087.0, 103452.0, 41267.0, 28323.0, 16559.0, 9787.0, 3985.0, 2084.0, 1447.0, 341440.0, 48923.0, 79258.0, 118588.0, 57127.0, 27282.0, 5356.0, 4906.0, 435409.0, 266333.0, 4756.0, 261577.0, 239426.0, 22151.0, 169076.0, 261577.0, 239426.0, 1866.0, 15571.0, 13820.0, 3612.0, 30329.0, 10494.0, 3687.0, 11534.0, 31392.0, 62151.0, 30258.0, 11173.0, 13539.0, 55395.0, 0.46, 237269.0, 199757.0, 174661.0, 25096.0, 9373.0, 1434.0, 5953.0, 7022.0, 1901.0, 11829.0
Arizona, 2017, Yuma city, 95494.0, 793.94, 120.28, 120.41, 0.14, 45733.0, 49761.0, 72401.0, 3450.0, 1988.0, 2479.0, 49.0, 10364.0, 4763.0, 35353.0, 26784.0, 17261.0, 9523.0, 2326.0, 7197.0, 8569.0, 4114.0, 4455.0, 13628.0, 3080.0, 3473.0, 3149.0, 2078.0, 1205.0, 334.0, 309.0, 58286.0, 13673.0, 14324.0, 19660.0, 6042.0, 3772.0, 351.0, 464.0, 73417.0, 43984.0, 2915.0, 41069.0, 38725.0, 2344.0, 29433.0, 41069.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 63458.0, 0.44, null, null, null, null, null, null, null, null, null, null
Arkansas, 2017, Conway city, 65790.0, 1451.02, 45.34, 45.59, 0.25, 31392.0, 34398.0, 48700.0, 11499.0, 0.0, 1718.0, 0.0, 2045.0, 1828.0, 24623.0, 15601.0, 10839.0, 4762.0, 1255.0, 3507.0, 9022.0, 5017.0, 4005.0, 12938.0, 5220.0, 4418.0, 1833.0, 812.0, 259.0, 396.0, 0.0, 37388.0, 2370.0, 9129.0, 9232.0, 9696.0, 4701.0, 978.0, 1282.0, 53067.0, 34022.0, 0.0, 34022.0, 33388.0, 634.0, 19045.0, 34022.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 66283.0, 0.49, null, null, null, null, null, null, null, null, null, null
Arkansas, 2017, Fayetteville city, 85258.0, 1583.24, 53.85, 55.25, 1.4, 42397.0, 42861.0, 66523.0, 7168.0, 564.0, 3808.0, 116.0, 3977.0, 3102.0, 34393.0, 17640.0, 11489.0, 6151.0, 2817.0, 3334.0, 16753.0, 8886.0, 7867.0, 21165.0, 8676.0, 7456.0, 2095.0, 1727.0, 779.0, 153.0, 279.0, 45087.0, 2796.0, 8069.0, 11949.0, 12635.0, 6307.0, 1532.0, 1799.0, 69511.0, 44845.0, 198.0, 44647.0, 40749.0, 3898.0, 24666.0, 44647.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 63584.0, 0.51, null, null, null, null, null, null, null, null, null, null
Arkansas, 2017, Fort Smith city, 88028.0, 1420.59, 61.97, 65.84, 3.87, 42258.0, 45770.0, 55749.0, 7696.0, 894.0, 4727.0, 0.0, 11945.0, 7017.0, 34903.0, 20383.0, 14335.0, 6048.0, 2218.0, 3830.0, 14520.0, 6372.0, 8148.0, 17427.0, 7214.0, 4776.0, 2640.0, 1246.0, 940.0, 465.0, 146.0, 58333.0, 11283.0, 17395.0, 17783.0, 8182.0, 1917.0, 1000.0, 773.0, 70878.0, 44525.0, 43.0, 44482.0, 41620.0, 2862.0, 26353.0, 44482.0, 41620.0, 569.0, 3022.0, 7333.0, 1262.0, 6440.0, 2686.0, 667.0, 1928.0, 3323.0, 7867.0, 3798.0, 1838.0, 887.0, 58877.0, 0.47, null, null, null, null, null, null, null, null, null, null
Arkansas, 2017, Jonesboro city, 75867.0, 949.89, 79.87, 80.44, 0.58, 37259.0, 38608.0, 54217.0, 13312.0, 91.0, 1293.0, 37.0, 2344.0, 4573.0, 29975.0, 18609.0, 13349.0, 5260.0, 1290.0, 3970.0, 11366.0, 5291.0, 6075.0, 14686.0, 5004.0, 3660.0, 2914.0, 1460.0, 1449.0, 58.0, 141.0, 47148.0, 4724.0, 15595.0, 12677.0, 7988.0, 3489.0, 1793.0, 882.0, 60032.0, 39951.0, 175.0, 39776.0, 37675.0, 2101.0, 20081.0, 39776.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 67752.0, 0.48, null, null, null, null, null, null, null, null, null, null
Arkansas, 2017, Little Rock city, 198594.0, 1666.06, 119.2, 120.99, 1.79, 96529.0, 102065.0, 98811.0, 83208.0, 643.0, 6819.0, 208.0, 3223.0, 5682.0, 79869.0, 46546.0, 30837.0, 15709.0, 2436.0, 13273.0, 33323.0, 12827.0, 20496.0, 35224.0, 14903.0, 9904.0, 4685.0, 3007.0, 1757.0, 517.0, 451.0, 133196.0, 9799.0, 30294.0, 33656.0, 33412.0, 16005.0, 6420.0, 3610.0, 152849.0, 103302.0, 182.0, 103120.0, 100071.0, 3049.0, 49547.0, 103120.0, 100071.0, 96.0, 4455.0, 3696.0, 2296.0, 12117.0, 4837.0, 2662.0, 8988.0, 10780.0, 30627.0, 7786.0, 5535.0, 6196.0, 85263.0, 0.51, 98226.0, 89087.0, 80448.0, 8639.0, 991.0, 0.0, 48.0, 1868.0, 428.0, 5804.0
Arkansas, 2017, North Little Rock city, 65920.0, 1280.1, 51.5, 54.77, 3.27, 31011.0, 34909.0, 28265.0, 35057.0, 78.0, 598.0, 0.0, 724.0, 1198.0, 26595.0, 14752.0, 7781.0, 6971.0, 1049.0, 5922.0, 11843.0, 6699.0, 5144.0, 15034.0, 7027.0, 2747.0, 2834.0, 1878.0, 347.0, 201.0, 0.0, 43686.0, 4881.0, 13503.0, 13245.0, 8026.0, 2839.0, 902.0, 290.0, 53212.0, 33123.0, 722.0, 32401.0, 28728.0, 3673.0, 20089.0, 32401.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 57979.0, 0.5, null, null, null, null, null, null, null, null, null, null
