STATE, YEAR, CITY, Total Population,Population Density (Per Sq. Mile),Area (Land),Area Total,Area (Water),Male,Female,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Households,Family Households,Married-Couple Family,Other Family,Male Householder No Wife Present,Female Householder No Husband Present,Nonfamily Households,Male Householder,Female Householder,Renter-Occupied Housing Units,1-Person Household,2-Person Household,3-Person Household,4-Person Household,5-Person Household,6-Person Household,7-or-More Person Household,Population 25 Years and Over,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Population 16 Years and Over,In Labor Force,In Armed Forces,Civilian,Employed,Unemployed,Not in Labor Force,Civilian Population in Labor Force 16 Years and Over,Total Employed Civilian Population 16 Years and Over,Agriculture Forestry Fishing and Hunting and Mining,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transportation and Warehousing and Utilities,Information,Finance and Insurance and Real Estate and Rental  and Leasing,Professional Scientific and Management and    Administrative and Waste Management Services,Educational Services and Health Care and Social  Assistance,Arts Entertainment and Recreation and  Accommodation and Food Services,Other Services Except Public Administration,Public Administration,Average Household Income (In 2019 Inflation-Adjusted Dollars),Gini Index,Workers 16 Years and Over,Car Truck or Van,Drove Alone,Carpooled,Public Transportation (Includes Taxicab),Motorcycle,Bicycle,Walked,Other Means,Worked At Home,aggravated-assault, arson, burglary, homicide, human-trafficing, larceny, motor-vehicle-theft, property-crime, rape, rape-legacy, robbery, violent-crime
Massachusetts, 2012, Lynn city, 91247.0, 8494.96, 10.74, 13.52, 2.78, 45273.0, 45974.0, 46406.0, 10831.0, 60.0, 6741.0, 53.0, 22697.0, 4459.0, 32266.0, 21019.0, 12060.0, 8959.0, 1763.0, 7196.0, 11247.0, 5490.0, 5757.0, 18231.0, 6468.0, 3837.0, 3855.0, 2148.0, 1070.0, 519.0, 334.0, 58618.0, 12190.0, 19962.0, 14987.0, 7883.0, 2883.0, 545.0, 168.0, 68747.0, 46043.0, 75.0, 45968.0, 40895.0, 5073.0, 22704.0, 45968.0, 40895.0, 76.0, 3499.0, 3674.0, 1623.0, 5481.0, 2355.0, 618.0, 2051.0, 3603.0, 9954.0, 3749.0, 2811.0, 1401.0, 57615.0, 0.48, 40071.0, 28992.0, 25892.0, 3100.0, 5115.0, 0.0, 0.0, 2463.0, 2051.0, 1450.0,6, 1, 30, 0, 0, 70, 6, 106, 0, 0, 1, 7
Massachusetts, 2012, New Bedford city, 94929.0, 4747.21, 20.0, 24.13, 4.13, 45835.0, 49094.0, 73724.0, 7022.0, 777.0, 1031.0, 0.0, 7818.0, 4557.0, 39719.0, 22806.0, 13583.0, 9223.0, 2148.0, 7075.0, 16913.0, 7949.0, 8964.0, 21728.0, 9071.0, 5950.0, 2606.0, 2472.0, 969.0, 459.0, 201.0, 67052.0, 19837.0, 21405.0, 16877.0, 5515.0, 2728.0, 545.0, 145.0, 76501.0, 46191.0, 101.0, 46090.0, 40509.0, 5581.0, 30310.0, 46090.0, 40509.0, 314.0, 3061.0, 5793.0, 1932.0, 4249.0, 1672.0, 1104.0, 1697.0, 2475.0, 10891.0, 4293.0, 1603.0, 1425.0, 46430.0, 0.44, 39980.0, 35491.0, 29543.0, 5948.0, 1203.0, 0.0, 91.0, 2311.0, 182.0, 702.0,704, 29, 931, 2, 0, 1952, 303, 3186, 0, 56, 272, 1034
Massachusetts, 2012, Newton city, 86304.0, 4838.41, 17.84, 18.16, 0.33, 39893.0, 46411.0, 68295.0, 3188.0, 8.0, 12403.0, 0.0, 610.0, 1800.0, 30224.0, 21839.0, 19487.0, 2352.0, 210.0, 2142.0, 8385.0, 2388.0, 5997.0, 7962.0, 3218.0, 2237.0, 1227.0, 1036.0, 173.0, 0.0, 71.0, 56858.0, 1680.0, 4875.0, 6889.0, 13761.0, 16146.0, 7592.0, 5915.0, 68197.0, 46425.0, 0.0, 46425.0, 43915.0, 2510.0, 21772.0, 46425.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 176121.0, 0.5, 43143.0, 31046.0, 27155.0, 3891.0, 5547.0, 0.0, 615.0, 2224.0, 234.0, 3477.0,54, 2, 186, 0, 0, 693, 16, 895, 0, 5, 17, 76
Massachusetts, 2012, Quincy city, 93031.0, 5613.82, 16.57, 26.91, 10.33, 45940.0, 47091.0, 61727.0, 4568.0, 169.0, 23021.0, 0.0, 1059.0, 2487.0, 39587.0, 20987.0, 15426.0, 5561.0, 1203.0, 4358.0, 18600.0, 7791.0, 10809.0, 20863.0, 10083.0, 6081.0, 2707.0, 1321.0, 317.0, 354.0, 0.0, 70401.0, 6591.0, 19291.0, 17383.0, 18004.0, 6222.0, 1737.0, 1173.0, 80247.0, 57612.0, 32.0, 57580.0, 52150.0, 5430.0, 22635.0, 57580.0, 52150.0, 125.0, 2510.0, 2693.0, 1300.0, 5350.0, 1423.0, 1839.0, 7133.0, 5165.0, 13350.0, 6434.0, 2530.0, 2298.0, 73109.0, 0.44, null, null, null, null, null, null, null, null, null, null,286, 13, 495, 0, 0, 943, 116, 1554, 0, 31, 84, 401
Massachusetts, 2012, Somerville city, 77112.0, 18733.85, 4.12, 4.22, 0.1, 36317.0, 40795.0, 57074.0, 6453.0, 36.0, 9268.0, 0.0, 2142.0, 2139.0, 31516.0, 15438.0, 10177.0, 5261.0, 1367.0, 3894.0, 16078.0, 7050.0, 9028.0, 20279.0, 6332.0, 8118.0, 3474.0, 1477.0, 526.0, 352.0, 0.0, 56233.0, 6491.0, 10957.0, 7976.0, 16316.0, 9796.0, 1484.0, 3213.0, 66755.0, 49355.0, 28.0, 49327.0, 46084.0, 3243.0, 17400.0, 49327.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 78504.0, 0.43, 45382.0, 22658.0, 18600.0, 4058.0, 13794.0, 101.0, 1679.0, 5670.0, 0.0, 1480.0,164, 3, 348, 0, 0, 1248, 128, 1724, 0, 23, 82, 269
Massachusetts, 2012, Springfield city, 153557.0, 4818.98, 31.87, 33.07, 1.21, 73411.0, 80146.0, 84052.0, 31844.0, 1087.0, 2593.0, 0.0, 28167.0, 5814.0, 56742.0, 34924.0, 16203.0, 18721.0, 4226.0, 14495.0, 21818.0, 10424.0, 11394.0, 29769.0, 10296.0, 6790.0, 4302.0, 4480.0, 2377.0, 821.0, 703.0, 92742.0, 21112.0, 29374.0, 25906.0, 9972.0, 4829.0, 837.0, 712.0, 117428.0, 67089.0, 95.0, 66994.0, 55272.0, 11722.0, 50339.0, 66994.0, 55272.0, 474.0, 2005.0, 4773.0, 1112.0, 6916.0, 2248.0, 615.0, 4002.0, 4139.0, 17125.0, 6286.0, 2382.0, 3195.0, 44569.0, 0.49, null, null, null, null, null, null, null, null, null, null,107, 7, 267, 0, 0, 989, 109, 1365, 0, 16, 33, 156
Massachusetts, 2012, Worcester city, 182680.0, 4888.3, 37.37, 38.46, 1.09, 87696.0, 94984.0, 131261.0, 23637.0, 520.0, 11225.0, 0.0, 7459.0, 8578.0, 67017.0, 39116.0, 21166.0, 17950.0, 4239.0, 13711.0, 27901.0, 12401.0, 15500.0, 38995.0, 14953.0, 10567.0, 5717.0, 4483.0, 2154.0, 456.0, 665.0, 113276.0, 18237.0, 34570.0, 27907.0, 19566.0, 9899.0, 1790.0, 1307.0, 143752.0, 89048.0, 30.0, 89018.0, 78585.0, 10433.0, 54704.0, 89018.0, 78585.0, 94.0, 3338.0, 7801.0, 1965.0, 10369.0, 2571.0, 2114.0, 3688.0, 7942.0, 25208.0, 6600.0, 3513.0, 3382.0, 59885.0, 0.48, 76786.0, 64405.0, 56352.0, 8053.0, 3532.0, 136.0, 110.0, 5536.0, 436.0, 2631.0,1299, 6, 2047, 8, 0, 3934, 464, 6445, 0, 35, 419, 1761
Michigan, 2012, Ann Arbor city, 116128.0, 4172.79, 27.83, 28.7, 0.87, 57942.0, 58186.0, 84544.0, 8154.0, 168.0, 19000.0, 0.0, 266.0, 3996.0, 46735.0, 20448.0, 15720.0, 4728.0, 1555.0, 3173.0, 26287.0, 12926.0, 13361.0, 26367.0, 10952.0, 8703.0, 3100.0, 1802.0, 844.0, 720.0, 246.0, 66030.0, 2486.0, 6177.0, 12722.0, 18482.0, 15303.0, 3984.0, 6876.0, 102555.0, 61547.0, 0.0, 61547.0, 57761.0, 3786.0, 41008.0, 61547.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 72175.0, 0.5, 56155.0, 35525.0, 31399.0, 4126.0, 5634.0, 0.0, 2770.0, 8689.0, 117.0, 3420.0,142, 23, 715, 1, 0, 1906, 114, 2735, 0, 38, 50, 231
Michigan, 2012, Dearborn city, 96470.0, 3982.33, 24.22, 24.47, 0.25, 46011.0, 50459.0, 86508.0, 3882.0, 182.0, 1621.0, 0.0, 201.0, 4076.0, 31605.0, 21071.0, 15292.0, 5779.0, 2155.0, 3624.0, 10534.0, 4759.0, 5775.0, 9938.0, 4120.0, 1492.0, 932.0, 767.0, 1737.0, 578.0, 312.0, 59350.0, 11348.0, 14172.0, 19092.0, 9325.0, 4473.0, 510.0, 430.0, 70198.0, 36315.0, 33.0, 36282.0, 32493.0, 3789.0, 33883.0, 36282.0, 32493.0, 277.0, 968.0, 5391.0, 1242.0, 3954.0, 1950.0, 556.0, 1308.0, 3634.0, 7531.0, 2780.0, 1861.0, 1041.0, 55917.0, 0.45, null, null, null, null, null, null, null, null, null, null,190, 20, 462, 1, 0, 2468, 356, 3286, 0, 25, 107, 323
Michigan, 2012, Detroit city, 701524.0, 5056.02, 138.75, 142.87, 4.12, 331941.0, 369583.0, 87281.0, 572298.0, 2580.0, 7569.0, 42.0, 16703.0, 15051.0, 253073.0, 145294.0, 54266.0, 91028.0, 14618.0, 76410.0, 107779.0, 51703.0, 56076.0, 126838.0, 51552.0, 30322.0, 17335.0, 13970.0, 7594.0, 3640.0, 2425.0, 436126.0, 99578.0, 140624.0, 139154.0, 33879.0, 17587.0, 3193.0, 2111.0, 545859.0, 284544.0, 56.0, 284488.0, 205817.0, 78671.0, 261315.0, 284488.0, 205817.0, 464.0, 7317.0, 27496.0, 2976.0, 20411.0, 11577.0, 3319.0, 10154.0, 23064.0, 54766.0, 23986.0, 11324.0, 8963.0, 35538.0, 0.51, 200188.0, 163323.0, 136416.0, 26907.0, 19460.0, 66.0, 1183.0, 7454.0, 2493.0, 6209.0,9345, 561, 13504, 386, 0, 15992, 11514, 41010, 0, 442, 4850, 15023
Michigan, 2012, Farmington Hills city, 80752.0, 2426.45, 33.28, 33.31, 0.03, 38285.0, 42467.0, 54497.0, 13915.0, 490.0, 9106.0, 0.0, 610.0, 2134.0, 35898.0, 21349.0, 17267.0, 4082.0, 1111.0, 2971.0, 14549.0, 6672.0, 7877.0, 14129.0, 7403.0, 3409.0, 1772.0, 1161.0, 384.0, 0.0, 0.0, 57495.0, 2279.0, 11619.0, 11940.0, 16846.0, 10781.0, 2637.0, 1393.0, 66404.0, 43981.0, 0.0, 43981.0, 40990.0, 2991.0, 22423.0, 43981.0, 40990.0, 0.0, 1491.0, 6109.0, 1032.0, 5225.0, 1371.0, 1066.0, 3475.0, 6181.0, 9880.0, 2719.0, 1379.0, 1062.0, 93368.0, 0.49, null, null, null, null, null, null, null, null, null, null,47, 9, 233, 1, 0, 908, 126, 1267, 0, 17, 11, 76
Michigan, 2012, Flint city, 100515.0, 3008.0, 33.42, 34.05, 0.64, 48809.0, 51706.0, 39531.0, 56638.0, 483.0, 202.0, 0.0, 666.0, 2995.0, 41191.0, 21165.0, 9396.0, 11769.0, 2468.0, 9301.0, 20026.0, 10047.0, 9979.0, 17447.0, 7837.0, 3521.0, 2158.0, 1882.0, 1125.0, 695.0, 229.0, 63143.0, 11677.0, 22087.0, 22381.0, 4839.0, 1924.0, 125.0, 110.0, 78207.0, 40561.0, 70.0, 40491.0, 30394.0, 10097.0, 37646.0, 40491.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 33149.0, 0.45, 29843.0, 26075.0, 23556.0, 2519.0, 1197.0, 0.0, 200.0, 830.0, 261.0, 1280.0,153, 12, 641, 1, 0, 1394, 122, 2157, 0, 24, 127, 305
Michigan, 2012, Grand Rapids city, 190426.0, 4289.32, 44.4, 45.26, 0.87, 92359.0, 98067.0, 132308.0, 37894.0, 1008.0, 4529.0, 0.0, 5648.0, 9039.0, 73510.0, 41926.0, 25492.0, 16434.0, 2929.0, 13505.0, 31584.0, 15462.0, 16122.0, 33384.0, 12348.0, 8985.0, 4222.0, 4336.0, 1921.0, 737.0, 835.0, 115039.0, 17791.0, 28250.0, 35880.0, 21955.0, 7801.0, 1762.0, 1600.0, 147221.0, 99595.0, 71.0, 99524.0, 87116.0, 12408.0, 47626.0, 99524.0, 87116.0, 941.0, 3392.0, 13989.0, 3154.0, 10354.0, 2186.0, 1690.0, 5235.0, 7419.0, 21558.0, 10642.0, 4128.0, 2428.0, 49327.0, 0.45, 85520.0, 74037.0, 63619.0, 10418.0, 2527.0, 80.0, 858.0, 3347.0, 497.0, 4174.0,941, 90, 1917, 16, 0, 4433, 268, 6618, 0, 46, 462, 1465
Michigan, 2012, Kalamazoo city, 75092.0, 3042.11, 24.68, 25.12, 0.43, 36645.0, 38447.0, 51555.0, 17175.0, 315.0, 2049.0, 0.0, 1673.0, 2325.0, 27971.0, 12451.0, 6959.0, 5492.0, 513.0, 4979.0, 15520.0, 7593.0, 7927.0, 15392.0, 6555.0, 5300.0, 1706.0, 949.0, 570.0, 312.0, 0.0, 38704.0, 3744.0, 7482.0, 14666.0, 6907.0, 4707.0, 812.0, 386.0, 61298.0, 38544.0, 0.0, 38544.0, 34427.0, 4117.0, 22754.0, 38544.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 43858.0, 0.5, null, null, null, null, null, null, null, null, null, null,0, 2, 0, 0, 0, 40, 0, 40, 0, 0, 0, 0
Michigan, 2012, Lansing city, 113488.0, 3148.17, 36.05, 36.68, 0.63, 52941.0, 60547.0, 71038.0, 26068.0, 749.0, 4308.0, 140.0, 1864.0, 9321.0, 47461.0, 25019.0, 13573.0, 11446.0, 2735.0, 8711.0, 22442.0, 10323.0, 12119.0, 23520.0, 7966.0, 7783.0, 2860.0, 3285.0, 911.0, 344.0, 371.0, 69798.0, 8866.0, 18385.0, 25195.0, 11002.0, 5166.0, 694.0, 490.0, 90179.0, 60763.0, 134.0, 60629.0, 51641.0, 8988.0, 29416.0, 60629.0, 51641.0, 310.0, 1235.0, 4740.0, 658.0, 6996.0, 2383.0, 764.0, 3307.0, 3993.0, 12799.0, 7734.0, 3240.0, 3482.0, 42149.0, 0.44, null, null, null, null, null, null, null, null, null, null,0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
Michigan, 2012, Livonia city, 95576.0, 2677.56, 35.7, 35.85, 0.16, 47448.0, 48128.0, 88700.0, 2268.0, 152.0, 2427.0, 0.0, 140.0, 1889.0, 36091.0, 24875.0, 20082.0, 4793.0, 1461.0, 3332.0, 11216.0, 4779.0, 6437.0, 5917.0, 2517.0, 1452.0, 832.0, 930.0, 49.0, 94.0, 43.0, 67778.0, 3768.0, 15880.0, 23199.0, 17019.0, 6243.0, 675.0, 994.0, 77832.0, 49190.0, 0.0, 49190.0, 45466.0, 3724.0, 28642.0, 49190.0, 45466.0, 0.0, 1672.0, 7973.0, 1392.0, 3972.0, 2550.0, 784.0, 3159.0, 5801.0, 10386.0, 4069.0, 2041.0, 1667.0, 79143.0, 0.39, null, null, null, null, null, null, null, null, null, null,92, 13, 323, 3, 0, 1608, 201, 2132, 0, 19, 33, 147
Michigan, 2012, Southfield city, 72502.0, 2759.5, 26.27, 26.28, 0.01, 32561.0, 39941.0, 20512.0, 47513.0, 126.0, 1259.0, 0.0, 925.0, 2167.0, 31724.0, 17867.0, 10406.0, 7461.0, 1385.0, 6076.0, 13857.0, 5180.0, 8677.0, 16156.0, 8618.0, 4327.0, 1458.0, 837.0, 543.0, 275.0, 98.0, 52003.0, 3677.0, 10791.0, 19606.0, 10181.0, 5967.0, 922.0, 859.0, 60326.0, 33627.0, 0.0, 33627.0, 28651.0, 4976.0, 26699.0, 33627.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 58609.0, 0.44, null, null, null, null, null, null, null, null, null, null,180, 9, 629, 2, 0, 1562, 395, 2586, 0, 34, 136, 352
Michigan, 2012, Sterling Heights city, 130414.0, 3572.53, 36.5, 36.8, 0.29, 63970.0, 66444.0, 111601.0, 6821.0, 36.0, 9161.0, 0.0, 338.0, 2457.0, 47914.0, 34385.0, 26366.0, 8019.0, 2987.0, 5032.0, 13529.0, 5352.0, 8177.0, 13681.0, 5839.0, 3480.0, 2627.0, 1246.0, 269.0, 220.0, 0.0, 89856.0, 11439.0, 24608.0, 29749.0, 14519.0, 7906.0, 1177.0, 458.0, 107022.0, 70249.0, 0.0, 70249.0, 63097.0, 7152.0, 36773.0, 70249.0, 63097.0, 127.0, 2601.0, 14181.0, 1793.0, 7248.0, 2331.0, 1091.0, 3652.0, 5311.0, 13305.0, 5048.0, 3327.0, 3082.0, 70846.0, 0.41, null, null, null, null, null, null, null, null, null, null,182, 10, 356, 4, 0, 2059, 163, 2578, 0, 16, 30, 232
Michigan, 2012, Troy city, 82211.0, 2456.02, 33.47, 33.64, 0.17, 39744.0, 42467.0, 62481.0, 2516.0, 72.0, 15015.0, 0.0, 866.0, 1261.0, 30838.0, 22177.0, 18838.0, 3339.0, 1142.0, 2197.0, 8661.0, 3809.0, 4852.0, 8226.0, 3231.0, 1685.0, 1022.0, 1348.0, 859.0, 44.0, 37.0, 58537.0, 5042.0, 8786.0, 12130.0, 18912.0, 10001.0, 2137.0, 1529.0, 67302.0, 43630.0, 56.0, 43574.0, 39857.0, 3717.0, 23672.0, 43574.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 101050.0, 0.43, null, null, null, null, null, null, null, null, null, null,36, 14, 182, 2, 0, 1387, 107, 1676, 0, 9, 13, 60
Michigan, 2012, Warren city, 134155.0, 3902.06, 34.38, 34.46, 0.08, 64559.0, 69596.0, 101118.0, 21321.0, 201.0, 6267.0, 0.0, 859.0, 4389.0, 52262.0, 33547.0, 22303.0, 11244.0, 2604.0, 8640.0, 18715.0, 9060.0, 9655.0, 15160.0, 5589.0, 3886.0, 1991.0, 1918.0, 1016.0, 445.0, 315.0, 90717.0, 15211.0, 32411.0, 28758.0, 9494.0, 3893.0, 751.0, 199.0, 108313.0, 64862.0, 0.0, 64862.0, 56602.0, 8260.0, 43451.0, 64862.0, 56602.0, 139.0, 2585.0, 9447.0, 2163.0, 7260.0, 2004.0, 910.0, 2832.0, 6456.0, 12374.0, 6832.0, 2243.0, 1357.0, 50447.0, 0.4, null, null, null, null, null, null, null, null, null, null,477, 53, 1003, 0, 0, 2059, 739, 3801, 0, 92, 147, 716
Michigan, 2012, Westland city, 82868.0, 4057.24, 20.42, 20.44, 0.02, 40951.0, 41917.0, 61477.0, 14851.0, 245.0, 3198.0, 0.0, 1267.0, 1830.0, 32739.0, 19496.0, 12869.0, 6627.0, 1641.0, 4986.0, 13243.0, 6156.0, 7087.0, 13372.0, 6748.0, 3299.0, 1945.0, 629.0, 641.0, 66.0, 44.0, 55777.0, 6969.0, 17906.0, 21262.0, 7169.0, 2032.0, 183.0, 256.0, 65930.0, 43445.0, 0.0, 43445.0, 38662.0, 4783.0, 22485.0, 43445.0, 38662.0, 98.0, 1832.0, 6400.0, 599.0, 3983.0, 2757.0, 1049.0, 2046.0, 3904.0, 7071.0, 6029.0, 2050.0, 844.0, 54414.0, 0.41, null, null, null, null, null, null, null, null, null, null,195, 20, 580, 1, 0, 1512, 330, 2422, 0, 65, 79, 340
Michigan, 2012, Wyoming city, 73374.0, 2978.0, 24.64, 24.87, 0.23, 38798.0, 34576.0, 63033.0, 3088.0, 1070.0, 1552.0, 0.0, 2296.0, 2335.0, 28127.0, 17802.0, 13963.0, 3839.0, 1028.0, 2811.0, 10325.0, 5933.0, 4392.0, 9795.0, 3716.0, 3703.0, 607.0, 964.0, 460.0, 314.0, 31.0, 49205.0, 7032.0, 16265.0, 15828.0, 7419.0, 2171.0, 376.0, 114.0, 56771.0, 43493.0, 0.0, 43493.0, 39195.0, 4298.0, 13278.0, 43493.0, 39195.0, 90.0, 1983.0, 7087.0, 2304.0, 4246.0, 1019.0, 955.0, 2095.0, 3584.0, 7870.0, 4188.0, 2939.0, 835.0, 53657.0, 0.37, null, null, null, null, null, null, null, null, null, null,207, 10, 482, 1, 0, 947, 144, 1573, 0, 46, 59, 313
Minnesota, 2012, Bloomington city, 86031.0, 2480.57, 34.68, 38.42, 3.74, 40764.0, 45267.0, 67130.0, 6710.0, 175.0, 5195.0, 264.0, 3915.0, 2642.0, 36472.0, 21593.0, 17250.0, 4343.0, 1096.0, 3247.0, 14879.0, 5994.0, 8885.0, 12233.0, 5418.0, 3742.0, 1273.0, 544.0, 628.0, 420.0, 208.0, 64242.0, 5278.0, 13140.0, 19640.0, 17164.0, 7273.0, 1274.0, 473.0, 72366.0, 49012.0, 47.0, 48965.0, 45786.0, 3179.0, 23354.0, 48965.0, 45786.0, 38.0, 2001.0, 4300.0, 1576.0, 5476.0, 2594.0, 918.0, 4496.0, 6939.0, 9468.0, 4713.0, 2076.0, 1191.0, 76049.0, 0.42, null, null, null, null, null, null, null, null, null, null,63, 21, 227, 0, 0, 2908, 77, 3212, 0, 22, 59, 144
Minnesota, 2012, Brooklyn Park city, 77762.0, 2982.46, 26.07, 26.57, 0.5, 39527.0, 38235.0, 43869.0, 19749.0, 319.0, 11061.0, 0.0, 1465.0, 1299.0, 27562.0, 19417.0, 14161.0, 5256.0, 1662.0, 3594.0, 8145.0, 3477.0, 4668.0, 8942.0, 3432.0, 2396.0, 1019.0, 796.0, 827.0, 207.0, 265.0, 48524.0, 3585.0, 12478.0, 16763.0, 10592.0, 3480.0, 1239.0, 387.0, 58059.0, 41325.0, 0.0, 41325.0, 37561.0, 3764.0, 16734.0, 41325.0, 37561.0, 44.0, 1266.0, 8312.0, 604.0, 4021.0, 1367.0, 450.0, 3551.0, 4041.0, 8459.0, 2190.0, 2420.0, 836.0, 73586.0, 0.39, null, null, null, null, null, null, null, null, null, null,122, 17, 493, 4, 0, 2001, 135, 2629, 0, 45, 91, 262
Minnesota, 2012, Duluth city, 86197.0, 1271.48, 67.79, 87.43, 19.64, 43086.0, 43111.0, 77941.0, 2080.0, 1583.0, 1123.0, 68.0, 69.0, 3333.0, 35025.0, 19316.0, 13542.0, 5774.0, 1433.0, 4341.0, 15709.0, 7188.0, 8521.0, 14078.0, 6623.0, 3405.0, 2268.0, 794.0, 643.0, 224.0, 121.0, 52779.0, 2450.0, 13991.0, 17876.0, 12163.0, 4565.0, 1012.0, 722.0, 72279.0, 47388.0, 506.0, 46882.0, 42368.0, 4514.0, 24891.0, 46882.0, 42368.0, 409.0, 1084.0, 1850.0, 574.0, 6110.0, 1782.0, 790.0, 2587.0, 3028.0, 13959.0, 6329.0, 2129.0, 1737.0, 58991.0, 0.49, null, null, null, null, null, null, null, null, null, null,1, 1, 4, 0, 0, 51, 0, 55, 0, 1, 1, 3
Minnesota, 2012, Minneapolis city, 392871.0, 7279.04, 53.97, 57.47, 3.5, 197360.0, 195511.0, 262253.0, 70474.0, 4780.0, 22628.0, 108.0, 13679.0, 18949.0, 165854.0, 75642.0, 48112.0, 27530.0, 6527.0, 21003.0, 90212.0, 46480.0, 43732.0, 85825.0, 41096.0, 24295.0, 7460.0, 6613.0, 2779.0, 1676.0, 1906.0, 254517.0, 30721.0, 41271.0, 63294.0, 74138.0, 30498.0, 9460.0, 5135.0, 319243.0, 237536.0, 0.0, 237536.0, 216927.0, 20609.0, 81707.0, 237536.0, 216927.0, 1905.0, 5797.0, 18011.0, 4259.0, 22031.0, 6297.0, 5165.0, 17693.0, 32656.0, 57596.0, 29101.0, 10703.0, 5713.0, 68726.0, 0.49, 213681.0, 150461.0, 133483.0, 16978.0, 26324.0, 239.0, 9688.0, 14847.0, 834.0, 11288.0,1711, 117, 4782, 39, 0, 12760, 1817, 19359, 0, 403, 1719, 3872
Minnesota, 2012, Plymouth city, 72928.0, 2231.46, 32.68, 35.33, 2.64, 35815.0, 37113.0, 60716.0, 3037.0, 352.0, 6579.0, 0.0, 493.0, 1751.0, 29100.0, 20825.0, 17303.0, 3522.0, 1426.0, 2096.0, 8275.0, 3289.0, 4986.0, 8096.0, 2766.0, 2939.0, 1536.0, 621.0, 234.0, 0.0, 0.0, 52331.0, 1169.0, 8172.0, 12556.0, 19512.0, 7844.0, 1875.0, 1203.0, 58609.0, 41663.0, 0.0, 41663.0, 40370.0, 1293.0, 16946.0, 41663.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 116559.0, 0.45, null, null, null, null, null, null, null, null, null, null,19, 6, 258, 0, 0, 909, 31, 1198, 0, 10, 14, 43
Minnesota, 2012, Rochester city, 108994.0, 1996.74, 54.59, 54.75, 0.16, 52687.0, 56307.0, 89784.0, 6996.0, 125.0, 8456.0, 0.0, 920.0, 2713.0, 43101.0, 27377.0, 21148.0, 6229.0, 1875.0, 4354.0, 15724.0, 6407.0, 9317.0, 12885.0, 6198.0, 3124.0, 904.0, 892.0, 1445.0, 209.0, 113.0, 73541.0, 4642.0, 14557.0, 23798.0, 18684.0, 6392.0, 3403.0, 2065.0, 85517.0, 61811.0, 49.0, 61762.0, 60008.0, 1754.0, 23706.0, 61762.0, 60008.0, 792.0, 2216.0, 4654.0, 967.0, 6571.0, 1735.0, 1555.0, 2211.0, 4908.0, 27091.0, 4504.0, 1548.0, 1256.0, 75700.0, 0.41, 58902.0, 50182.0, 43701.0, 6481.0, 3294.0, 239.0, 513.0, 2280.0, 457.0, 1937.0,104, 13, 495, 2, 0, 2137, 89, 2721, 0, 64, 55, 225
Minnesota, 2012, St. Cloud city, 64949.0, 1622.19, 40.04, 41.08, 1.04, 35487.0, 29462.0, 52803.0, 6027.0, 546.0, 1535.0, 0.0, 625.0, 3413.0, 25168.0, 13788.0, 10704.0, 3084.0, 831.0, 2253.0, 11380.0, 6268.0, 5112.0, 11593.0, 5195.0, 3130.0, 1334.0, 1222.0, 411.0, 165.0, 136.0, 39672.0, 2966.0, 9164.0, 15718.0, 7070.0, 3262.0, 1038.0, 454.0, 53298.0, 35397.0, 0.0, 35397.0, 32869.0, 2528.0, 17901.0, 35397.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 57308.0, 0.46, null, null, null, null, null, null, null, null, null, null,141, 11, 315, 2, 0, 1849, 83, 2247, 0, 67, 59, 269
Minnesota, 2012, St. Paul city, 290776.0, 5594.16, 51.98, 56.18, 4.2, 142871.0, 147905.0, 177504.0, 45731.0, 1235.0, 45634.0, 52.0, 6447.0, 14173.0, 111917.0, 63278.0, 41330.0, 21948.0, 5280.0, 16668.0, 48639.0, 22892.0, 25747.0, 55846.0, 22966.0, 14076.0, 7505.0, 5100.0, 3003.0, 1920.0, 1276.0, 178027.0, 22257.0, 37374.0, 47050.0, 42118.0, 18971.0, 6159.0, 4098.0, 223870.0, 159082.0, 25.0, 159057.0, 143083.0, 15974.0, 64788.0, 159057.0, 143083.0, 538.0, 4371.0, 15096.0, 2938.0, 12865.0, 5482.0, 4928.0, 11031.0, 15444.0, 42843.0, 13323.0, 8087.0, 6137.0, 64021.0, 0.46, 139851.0, 114409.0, 100222.0, 14187.0, 10954.0, 326.0, 1997.0, 5536.0, 781.0, 5848.0,4, 1, 36, 0, 0, 154, 16, 206, 0, 2, 0, 6
